list_id,company,raw_company
f1000_585,Swift Transportation,Swift Transportation
f1000_586,Bemis,Bemis
f1000_587,Tiffany,Tiffany
f1000_588,Flowserve,Flowserve
f1000_590,Fastenal,Fastenal
f1000_593,Flowers Foods,Flowers Foods
f1000_597,ON Semiconductor,ON Semiconductor
f1000_599,Amkor Technology,Amkor Technology
f1000_600,Triumph Group,Triumph Group
f1000_610,Xylem,Xylem
f1000_613,Dentsply Sirona,Dentsply Sirona
f1000_622,Carlisle,Carlisle
f1000_623,Equinix,Equinix
f1000_624,LSC Communications,LSC Communications
f1000_625,Colfax,Colfax
f1000_626,Lennox,Lennox International
f1000_628,Silgan,Silgan Holdings
f1000_630,Moody's,Moody's
f1000_631,Calumet Specialty Products Partners,Calumet Specialty Products Partners
f1000_634,Vulcan Materials,Vulcan Materials
f1000_636,Vantiv,Vantiv
f1000_639,Hub Group,Hub Group
f1000_640,HSN,HSN
f1000_646,ScanSource,ScanSource
f1000_647,Camping World,Camping World Holdings
f1000_648,Iron Mountain,Iron Mountain
f1000_652,Noble Energy,Noble Energy
f1000_657,Ventas,Ventas
f1000_666,Tailored Brands,Tailored Brands
f1000_667,Sabre,Sabre
f1000_669,Atmos Energy,Atmos Energy
f1000_672,PolyOne,PolyOne
f1000_675,Greif,Greif
f1000_682,CUNA Mutual Group,CUNA Mutual Group
f1000_685,Warner Music Group,Warner Music Group
f1000_687,American National Insurance,American National Insurance
f1000_689,Regal Beloit,Regal Beloit
f1000_690,Varian Medical Systems,Varian Medical Systems
f1000_692,Visteon,Visteon
f1000_695,Regal Entertainment Group,Regal Entertainment Group
f1000_696,Mednax,Mednax
f1000_700,Coca-Cola Bottling,Coca-Cola Bottling
f1000_701,Kar Auction Services,Kar Auction Services
f1000_702,Equifax,Equifax
f1000_712,Brown-Forman,Brown-Forman
f1000_718,EchoStar,EchoStar
f1000_722,Fossil Group,Fossil Group
f1000_723,Univision Communications,Univision Communications
f1000_724,Meritage Homes,Meritage Homes
f1000_725,MRC Global,MRC Global
f1000_726,H&R Block,H&R Block
f1000_728,Service,Service Corp. International
f1000_729,Brink's,Brink's
f1000_732,KLA-Tencor,KLA-Tencor
f1000_733,Edwards Lifesciences,Edwards Lifesciences
f1000_735,Comerica,Comerica
f1000_736,Paychex,Paychex
f1000_739,Scotts Miracle-Gro,Scotts Miracle-Gro
f1000_740,B/E Aerospace,B/E Aerospace
f1000_742,Cooper Tire & Rubber,Cooper Tire & Rubber
f1000_743,Cinemark,Cinemark Holdings
f1000_753,Acadia Healthcare,Acadia Healthcare
f1000_755,Unisys,Unisys
f1000_756,Worthington Industries,Worthington Industries
f1000_761,Medical Mutual of Ohio,Medical Mutual of Ohio
f1000_763,Clean Harbors,Clean Harbors
f1000_766,Crane,Crane
f1000_768,Sinclair Broadcast Group,Sinclair Broadcast Group
f1000_771,DSW,DSW
f1000_772,Intuitive Surgical,Intuitive Surgical
f1000_773,ArcBest,ArcBest
f1000_779,Dycom Industries,Dycom Industries
f1000_780,Timken,Timken
f1000_783,Hill-Rom,Hill-Rom Holdings
f1000_785,Verso,Verso
f1000_787,Ciena,Ciena
f1000_788,Tetra Tech,Tetra Tech
f1000_789,Caleres,Caleres
f1000_790,Pool,Pool
f1000_792,Westar Energy,Westar Energy
f1000_797,HCP,HCP
f1000_800,Prologis,Prologis
f1000_801,Twitter,Twitter
f1000_803,Valmont Industries,Valmont Industries
f1000_807,Granite Construction,Granite Construction
f1000_810,A. Schulman,A. Schulman
f1000_811,Wolverine World Wide,Wolverine World Wide
f1000_812,Graham,Graham Holdings
f1000_815,Zions Bancorporation,Zions Bancorp.
f1000_816,Southwest Gas,Southwest Gas Holdings
f1000_817,Tops,Tops Holding
f1000_818,Hawaiian,Hawaiian Holdings
f1000_824,Equity Residential,Equity Residential
f1000_828,Cabot,Cabot
f1000_829,ITT,ITT
f1000_830,TRI Pointe Group,TRI Pointe Group
f1000_840,Columbia Sportswear,Columbia Sportswear
f1000_844,Edgewell Personal Care,Edgewell Personal Care
f1000_853,Kansas City Southern,Kansas City Southern
f1000_854,Revlon,Revlon
f1000_856,MDC,MDC Holdings
f1000_859,Spirit Airlines,Spirit Airlines
f1000_860,EnerSys,EnerSys
f1000_864,Selective Insurance Group,Selective Insurance Group
f1000_866,Cheesecake Factory,Cheesecake Factory
f1000_868,Carlyle Group,Carlyle Group
f1000_873,Herman Miller,Herman Miller
f1000_881,Donaldson,Donaldson
f1000_889,HNI,HNI
f1000_892,Express,Express
f1000_895,Tribune Media,Tribune Media
f1000_898,Waters,Waters
f1000_899,Teledyne Technologies,Teledyne Technologies
f1000_903,Universal,Universal
f1000_905,IDEX,IDEX
f1000_907,Curtiss-Wright,Curtiss-Wright
f1000_909,NOW,NOW
f1000_912,H.B. Fuller,H.B. Fuller
f1000_913,PharMerica,PharMerica
f1000_923,Renewable Energy Group,Renewable Energy Group
f1000_924,Consol Energy,Consol Energy
f1000_926,Tower,Tower International
f1000_929,E Trade Financial,E*Trade Financial
f1000_931,Esterline Technologies,Esterline Technologies
f1000_947,Cooper,Cooper Cos.
f1000_954,Popular,Popular
f1000_955,Alliance,Alliance Holdings
f1000_957,Rexnord,Rexnord
f1000_958,Cypress Semiconductor,Cypress Semiconductor
f1000_960,Ply Gem,Ply Gem Holdings
f1000_965,Blackhawk Network,Blackhawk Network Holdings
f1000_967,Finish Line,Finish Line
f1000_968,BlueLinx,BlueLinx Holdings
f1000_969,New Jersey Resources,New Jersey Resources
f1000_971,Murphy Oil,Murphy Oil
f1000_973,Par Pacific,Par Pacific Holdings
f1000_979,GoDaddy,GoDaddy
f1000_985,ResMed,ResMed
f1000_988,Central Garden & Pet,Central Garden & Pet
f1000_991,Cadence Design Systems,Cadence Design Systems
f1000_992,Carpenter Technology,Carpenter Technology
f1000_993,Marriott Vacations Worldwide,Marriott Vacations Worldwide
f1000_995,Nordson,Nordson
f1000_997,Kaman,Kaman
f1000_999,Regis,Regis
hedge_0,Bridgewater Associates,Bridgewater Associates
hedge_40,Fortress Investment Group,Fortress Investment Group
hedge_42,Value Partners,Value Partners
hedge_57,Bracebridge Capital,Bracebridge Capital
vault_4,Latham & Watkins,Latham & Watkins LLP
vault_9,Paul Weiss Rifkind Wharton & Garrison,"Paul, Weiss, Rifkind, Wharton & Garrison LLP"
vault_13,Cleary Gottlieb Steen & Hamilton,Cleary Gottlieb Steen & Hamilton LLP
vault_17,Debevoise & Plimpton,Debevoise & Plimpton LLP
vault_18,White & Case,White & Case LLP
vault_19,WilmerHale,WilmerHale
vault_20,Ropes & Gray,Ropes & Gray LLP
vault_23,Morrison & Foerster,Morrison & Foerster LLP
vault_26,Cooley,Cooley LLP
vault_30,Baker McKenzie,Baker McKenzie
vault_32,DLA Piper,DLA Piper
vault_33,K&L Gates,K&L Gates LLP
vault_38,Wilson Sonsini Goodrich & Rosati,Wilson Sonsini Goodrich & Rosati
vault_40,Shearman & Sterling,Shearman & Sterling LLP
vault_42,King & Spalding,King & Spalding LLP
vault_46,Winston & Strawn,Winston & Strawn LLP
vault_48,Fried Frank Harris Shriver & Jacobson,"Fried, Frank, Harris, Shriver & Jacobson LLP"
vault_52,Greenberg Traurig,"Greenberg Traurig, LLP"
vault_56,McDermott Will & Emery,McDermott Will & Emery LLP
vault_68,Crowell & Moring,Crowell & Moring LLP
vault_69,Fish & Richardson,Fish & Richardson P.C.
vault_70,Venable,Venable LLP
vault_75,Sheppard Mullin Richter & Hampton,"Sheppard, Mullin, Richter & Hampton LLP"
vault_78,Fenwick & West,Fenwick & West LLP
vault_79,Arent Fox,Arent Fox LLP
vault_80,Hunton Andrews Kurth,Hunton Andrews Kurth LLP
vault_81,Katten Muchin Rosenman,Katten Muchin Rosenman LLP
vault_83,Seyfarth Shaw,Seyfarth Shaw LLP
vault_84,Pepper Hamilton,Pepper Hamilton LLP
vault_85,Hughes Hubbard & Reed,Hughes Hubbard & Reed LLP
vault_87,Fox Rothschild,Fox Rothschild LLP
vault_90,Drinker Biddle & Reath,Drinker Biddle & Reath LLP
vault_91,Blank Rome,Blank Rome LLP
vault_93,Davis Wright Tremaine,Davis Wright Tremaine LLP
vault_96,Ballard Spahr,Ballard Spahr LLP
vault_111,KPMG,KPMG LLP (Advisory)
vault_118,Analysis Group,"Analysis Group, Inc."
vault_129,Simon-Kucher & Partners,Simon-Kucher & Partners
vault_132,Trinity Partners,"Trinity Partners, LLC"
vault_134,Ignyte Group,Ignyte Group
vault_138,The Chartis Group,The Chartis Group
vault_141,Censeo Consulting Group,Censeo Consulting Group
vault_149,Vivaldi,Vivaldi
vault_150,Cornerstone Research,Cornerstone Research
vault_161,Lazard,Lazard
vault_166,Cowen,"Cowen, Inc."
vault_177,Qatalyst Partners,Qatalyst Partners
vault_181,Macquarie Group,Macquarie Group (U.S.)
vault_184,Oppenheimer & Co,Oppenheimer & Co.
vault_188,Nomura,"Nomura Holdings, Inc."
vault_203,Deloitte,Deloitte
vault_205,Grant Thornton,Grant Thornton LLP
vault_208,Crowe,Crowe LLP
vault_210,Moss Adams,Moss Adams LLP
vault_212,Dixon Hughes Goodman,Dixon Hughes Goodman LLP
vault_216,Brown Smith Wallace,Brown Smith Wallace LLP
vault_221,BPM,BPM
vault_224,Sikich,"Sikich, LLP"
vault_232,BKD,"BKD, LLP"
vault_245,Novogradac & Company,Novogradac & Company LLP
vault_249,Weaver,Weaver LLP
vault_251,Doeren Mayhew,Doeren Mayhew
nasdaq_AVGO,Broadcom,Broadcom Inc.
nasdaq_VMW,Vmware,"Vmware, Inc."
nasdaq_NOK,Nokia,Nokia Corporation
nasdaq_ETN,Eaton,"Eaton Corporation, PLC"
nasdaq_SQ,Square,"Square, Inc."
nasdaq_WIT,Wipro Limited,Wipro Limited
nasdaq_INFO,IHS Markit,IHS Markit Ltd.
nasdaq_CHKP,Check Point Software Technologies,Check Point Software Technologies Ltd.
nasdaq_ANET,Arista Networks,"Arista Networks, Inc."
nasdaq_SSNC,SS&C Technologies,"SS&C Technologies Holdings, Inc."
nasdaq_PTC,PTC,PTC Inc.
nasdaq_TWLO,Twilio,Twilio Inc.
nasdaq_LN,LINE,LINE Corporation
nasdaq_NTNX,Nutanix,"Nutanix, Inc."
nasdaq_ULTI,The Ultimate Software Group,"The Ultimate Software Group, Inc."
nasdaq_PNR,Pentair,Pentair plc.
nasdaq_RNG,Ringcentral,"Ringcentral, Inc."
nasdaq_IPGP,IPG Photonics,IPG Photonics Corporation
nasdaq_NATI,National Instruments,National Instruments Corporation
nasdaq_TTD,The Trade Desk,"The Trade Desk, Inc."
nasdaq_SWI,SolarWinds,SolarWinds Corporation
nasdaq_PVTL,Pivotal Software,"Pivotal Software, Inc."
nasdaq_NICE,NICE,NICE Ltd
nasdaq_GDI,Gardner Denver,"Gardner Denver Holdings, Inc."
nasdaq_FLEX,Flex,Flex Ltd.
nasdaq_PSTG,Pure Storage,"Pure Storage, Inc. "
nasdaq_PEGA,Pegasystems,Pegasystems Inc.
nasdaq_CARG,CarGurus,"CarGurus, Inc."
nasdaq_JCOM,j2 Global,"j2 Global, Inc."
nasdaq_FEYE,FireEye,"FireEye, Inc."
nasdaq_PCTY,Paylocity,Paylocity Holding Corporation
nasdaq_ACIW,ACI Worldwide,"ACI Worldwide, Inc."
nasdaq_PRSP,Perspecta,Perspecta Inc.
nasdaq_CLDR,Cloudera,"Cloudera, Inc."
nasdaq_VRNT,Verint Systems,Verint Systems Inc.
nasdaq_AVLR,Avalara,"Avalara, Inc."
nasdaq_APY,Apergy,Apergy Corporation
nasdaq_BL,BlackLine,"BlackLine, Inc."
nasdaq_SAIL,SailPoint Technologies,"SailPoint Technologies Holdings, Inc."
nasdaq_QTWO,Q2,"Q2 Holdings, Inc."
nasdaq_INOV,Inovalon,"Inovalon Holdings, Inc."
nasdaq_EPAY,Bottomline Technologies,"Bottomline Technologies, Inc."
nasdaq_UPWK,Upwork,Upwork Inc.
nasdaq_WBT,Welbilt,"Welbilt, Inc."
nasdaq_CISN,Cision,Cision Ltd.
nasdaq_SEDG,SolarEdge Technologies,"SolarEdge Technologies, Inc."
nasdaq_PRGS,Progress Software,Progress Software Corporation
nasdaq_TTEC,TTEC,"TTEC Holdings, Inc."
nasdaq_INST,Instructure,"Instructure, Inc."
nasdaq_VRTU,Virtusa,Virtusa Corporation
nasdaq_OSIS,OSI Systems,"OSI Systems, Inc."
nasdaq_SYNA,Synaptics,Synaptics Incorporated
nasdaq_ATU,Actuant,Actuant Corporation
nasdaq_DDD,3D Systems,3D Systems Corporation
nasdaq_SPXC,SPX,SPX Corporation
nasdaq_LPSN,LivePerson,"LivePerson, Inc."
nasdaq_DAVA,Endava,Endava plc
nasdaq_AMBA,Ambarella,"Ambarella, Inc."
nasdaq_PRO,PROS,"PROS Holdings, Inc."
nasdaq_PSDO,Presidio,"Presidio, Inc."
nasdaq_CASA,Casa Systems,"Casa Systems, Inc."
nasdaq_CLS,Celestica,"Celestica, Inc."
nasdaq_NXGN,NextGen Healthcare,"NextGen Healthcare, Inc."
nasdaq_SSYS,Stratasys,"Stratasys, Ltd."
nasdaq_FORM,FormFactor,"FormFactor, Inc."
nasdaq_CSIQ,Canadian Solar,Canadian Solar Inc.
nasdaq_XPER,Xperi,Xperi Corporation
nasdaq_TRUE,TrueCar,"TrueCar, Inc."
nasdaq_CARB,Carbonite,"Carbonite, Inc."
nasdaq_CTS,CTS,CTS Corporation
nasdaq_QADA,QAD,QAD Inc.
nasdaq_SPWR,SunPower,SunPower Corporation
nasdaq_LASR,nLIGHT,"nLIGHT, Inc."
nasdaq_QTNA,Quantenna Communications,"Quantenna Communications, Inc."
nasdaq_CMTL,Comtech Telecommunications,Comtech Telecommunications Corp.
nasdaq_RBBN,Ribbon Communications,Ribbon Communications Inc. 
nasdaq_CAMP,CalAmp,CalAmp Corp.
nasdaq_MODN,Model N,"Model N, Inc."
nasdaq_ERII,Energy Recovery,"Energy Recovery, Inc."
nasdaq_UCTT,Ultra Clean,"Ultra Clean Holdings, Inc."
nasdaq_PHUN,Phunware,"Phunware, Inc."
nasdaq_ZIXI,ZIX,Zix Corporation
nasdaq_AAOI,Applied Optoelectronics,"Applied Optoelectronics, Inc."
nasdaq_DGII,Digi,Digi International Inc.
nasdaq_ECOM ,ChannelAdvisor,ChannelAdvisor Corporation
nasdaq_OOMA,Ooma,"Ooma, Inc."
nasdaq_IMMR,Immersion,Immersion Corporation
nasdaq_MJCO,Majesco,Majesco
nasdaq_DMRC,Digimarc,Digimarc Corporation
nasdaq_EGAN,eGain,eGain Corporation
nasdaq_SPA,Sparton,Sparton Corporation
nasdaq_VUZI,Vuzix,Vuzix Corporation
nasdaq_TLRA,Telaria,"Telaria, Inc."
nasdaq_INAP,Internap,Internap Corporation
nasdaq_EMKR,Emcore,EMCORE Corporation
nasdaq_SMTX,SMTC,SMTC Corporation
nasdaq_RMBL,RumbleOn,"RumbleOn, Inc."
nasdaq_RNWK,RealNetworks,"RealNetworks, Inc."
nasdaq_ASYS,Amtech Systems,"Amtech Systems, Inc."
nasdaq_CTG,Computer Task Group,"Computer Task Group, Incorporated"
nasdaq_QTM,Quantum,Quantum Corporation
nasdaq_WYY,WidePoint,WidePoint Corporation
nasdaq_MRIN,Marin Software,Marin Software Incorporated
nasdaq_QRHC,Quest Resource,Quest Resource Holding Corporation.
nasdaq_IPAS,iPass,iPass Inc.
nasdaq_TSRI,TSR,"TSR, Inc."
glassdoor_0,Heap,Heap
glassdoor_8,Highspot,Highspot
glassdoor_13,New Western,New Western
glassdoor_16,Sundance Vacations,Sundance Vacations
glassdoor_23,Bombas,Bombas
glassdoor_24,Front,Front
glassdoor_27,OppLoans,OppLoans
glassdoor_32,KeepTruckin,KeepTruckin
glassdoor_38,Spreetail,Spreetail
glassdoor_39,Towne Properties,Towne Properties
glassdoor_40,Sage Intacct,Sage Intacct
glassdoor_44,Moogsoft,Moogsoft
glassdoor_45,Berkshire,Berkshire
glassdoor_46,Indigo,Indigo (MA)
glassdoor_48,eXp Realty,eXp Realty
glassdoor_52,In-N-Out Burger,In-N-Out Burger
glassdoor_54,Boston Consulting Group,Boston Consulting Group
glassdoor_58,lululemon,lululemon
glassdoor_63,Slalom,Slalom
glassdoor_70,Ryan,"Ryan, LLC"
glassdoor_71,Sammons Financial Group,Sammons Financial Group
glassdoor_73,Lawrence Livermore National Laboratory,Lawrence Livermore National Laboratory
glassdoor_84,Trilogy Health Services,Trilogy Health Services
glassdoor_88,NIH,NIH
glassdoor_90,Cengage,Cengage
glassdoor_93,Kronos,Kronos Incorporated
glassdoor_94,Nebraska Furniture Mart,Nebraska Furniture Mart
glassdoor_101,Northside Hospital,Northside Hospital
glassdoor_102,VI,Vi
glassdoor_103,ABC Supply Co,ABC Supply Co.
glassdoor_111,Paycom,Paycom
glassdoor_112,John Deere,John Deere
glassdoor_113,NewYork-Presbyterian Hospital,NewYork-Presbyterian Hospital
glassdoor_115,Memorial Sloan Kettering,Memorial Sloan Kettering
glassdoor_117,MD Anderson Cancer Center,MD Anderson Cancer Center
glassdoor_125,Kimpton Hotels & Restaurants,Kimpton Hotels & Restaurants
glassdoor_128,Costco Wholesale,Costco Wholesale
glassdoor_130,Discount Tire,Discount Tire
glassdoor_132,Phoenix Children's Hospital,Phoenix Children's Hospital
glassdoor_133,Massachusetts General Hospital,Massachusetts General Hospital
glassdoor_134,FedEx Freight,FedEx Freight
glassdoor_135,Edward Jones,Edward Jones
glassdoor_140,Gensler,Gensler
glassdoor_145,Raising Cane's,Raising Cane's
forbes_1,Slack,Slack
forbes_6,Qualtrics,Qualtrics
forbes_7,Squarespace,Squarespace
forbes_8,Elastic,Elastic
forbes_21,Yardi,Yardi
forbes_26,Apttus,Apttus
forbes_33,Looker,Looker
forbes_39,PointClickCare,PointClickCare
forbes_40,Sisense,Sisense
forbes_51,DataStax,DataStax
forbes_52,Segment,Segment
forbes_54,SMS Assist,SMS Assist
forbes_57,Welltok,Welltok
forbes_58,Dataminr,Dataminr
forbes_63,FinancialForce,FinancialForce
forbes_70,Health Catalyst,Health Catalyst
forbes_74,American Well,American Well
forbes_81,Evernote,Evernote
forbes_84,Braze,Braze
forbes_85,Algolia,Algolia
forbes_87,Carta,Carta
forbes_96,Endgame,Endgame
cnbc_1,Uber,Uber
cnbc_9,Coinbase,Coinbase
cnbc_12,Payoneer,Payoneer
cnbc_19,Peloton,Peloton
cnbc_36,Thinx,Thinx
cnbc_37,Robinhood,Robinhood
cnbc_48,GitHub,GitHub
bi_0,Credit Karma,Credit Karma
bi_1,Wish,Wish
bi_5,Intarcia Therapeutics,Intarcia Therapeutics
bi_13,Moderna Therapeutics,Moderna Therapeutics
bi_20,Palantir,Palantir
ru_FCCY,1St Constitution Bank,1ST CONSTITUTION BANCORP
ru_SRCE,1St Source,1ST SOURCE CORP
ru_EGHT,8X8 Inc New,8X8 INC NEW
ru_AIR,AAR,AAR CORP
ru_ACCO,Acco Brands,ACCO BRANDS CORP
ru_ARAY,Accuray,ACCURAY INC
ru_ACRS,Aclaris Therapeutics,ACLARIS THERAPEUTICS
ru_ADUS,Addus Homecare,ADDUS HOMECARE CORP
ru_ADNT,Adient,ADIENT PLC
ru_ADT,ADT,ADT INC
ru_ADRO,Aduro Biotech,ADURO BIOTECH INC
ru_ADSW,Advanced Disposal,ADVANCED DISPOSAL SVCS
ru_AEGN,Aegion,AEGION CORP
