company,job,location,job_keyword,job_type,qry_company,list_id
Ford Motor Company,Machine Learning / Artificial Intelligence Scientist,"Dearborn, MI 48126",quantitative analyst,quant,Ford Motor,f1000_9
Ford Motor Company,Data Scientist - Manufacturing and Supply Chain Analytics,"Dearborn, MI 48126",quantitative analyst,quant,Ford Motor,f1000_9
Ford Motor Company,Site Analytics Supervisor,"Dearborn, MI 48126",quantitative analyst,quant,Ford Motor,f1000_9
Ford Motor Company,"Business Analyst – Data, Mobility Business Group","Palo Alto, CA",quantitative analyst,quant,Ford Motor,f1000_9
Ford Motor Company,GDIA Intern to Direct Hire Analyst Conversion (NON-FCG),"Dearborn, MI 48126",quantitative analyst,quant,Ford Motor,f1000_9
AmerisourceBergen,Director of Operations Excellence,"Fort Mill, SC",quantitative finance,quant,AmerisourceBergen,f1000_10
Amazon.com,Senior Business Intelligence Analyst,"Seattle, WA",quant,quant,Amazon,f1000_11
Amazon.com,"Senior Finance Analyst, Amazon Global Consumer","Seattle, WA",quantitative finance,quant,Amazon,f1000_11
Amazon.com,Financial Analyst,"Seattle, WA",quantitative finance,quant,Amazon,f1000_11
Amazon.com,Amazon Music Finance BIE,"Seattle, WA",quantitative finance,quant,Amazon,f1000_11
Amazon.com,Senior Finance Analyst,"Seattle, WA",quantitative finance,quant,Amazon,f1000_11
Amazon.com,Senior Financial Analyst,"Monroe, OH",quantitative finance,quant,Amazon,f1000_11
Amazon.com,"Financial Analyst II, Amazon Logistics","Seattle, WA",quantitative finance,quant,Amazon,f1000_11
Amazon.com,"Senior Finance Analyst, Game Services","Seattle, WA",quantitative finance,quant,Amazon,f1000_11
Amazon.com,Senior Financial Analyst - AWS (Level 6),"Seattle, WA",quantitative finance,quant,Amazon,f1000_11
Amazon.com,"Finance Manager, Amazon Air","Seattle, WA",quantitative finance,quant,Amazon,f1000_11
Amazon.com,Data Scientist,"Seattle, WA",quantitative analyst,quant,Amazon,f1000_11
Amazon.com,"Data Analyst - Hindi, Alexa Automotive","Santa Clara, CA",quantitative analyst,quant,Amazon,f1000_11
Amazon.com,Custom Pricing Analyst,"Seattle, WA",quantitative analyst,quant,Amazon,f1000_11
Amazon.com,Financial Analyst,"Seattle, WA",quantitative analyst,quant,Amazon,f1000_11
Amazon.com,Business Intelligence Engineer / Analyst,"Seattle, WA",quantitative analyst,quant,Amazon,f1000_11
Amazon.com,Business Analyst,"Seattle, WA",quantitative analyst,quant,Amazon,f1000_11
Amazon.com,Research Scientist,"Seattle, WA",quantitative analyst,quant,Amazon,f1000_11
Amazon.com,AWS Custom Pricing Analyst,"Seattle, WA",quantitative analyst,quant,Amazon,f1000_11
Amazon.com,Reporting Data Analyst,"Seattle, WA",quantitative analyst,quant,Amazon,f1000_11
General Electric,Project Finance Analyst,"East Cleveland, OH",quantitative finance,quant,General Electric,f1000_12
General Electric,AMS Controller,"West Chester, OH 45071",quantitative finance,quant,General Electric,f1000_12
General Electric,Senior Sourcing Finance Manager,"Atlanta, GA 30319",quantitative finance,quant,General Electric,f1000_12
General Atomics,Financial Accountant,"San Diego, CA 92121",quantitative finance,quant,General Electric,f1000_12
General Electric,Global Commodity Leader,"Fort Worth, TX 76102 (Downtown area)",quantitative finance,quant,General Electric,f1000_12
General Electric,Compensation & Benefits Manager- GE Healthcare USA,"Chicago, IL 60601 (Loop area)",quantitative finance,quant,General Electric,f1000_12
General Electric,"Senior Analyst, Executive Compensation- GE Healthcare Chicago","Chicago, IL 60601 (Loop area)",quantitative finance,quant,General Electric,f1000_12
General Electric,Sr Lifecycle Operations Engineer,"Wauwatosa, WI",quantitative finance,quant,General Electric,f1000_12
General Electric,"Senior Global Commodity Leader – Machining and Hardware - Houston, TX","Houston, TX 77002 (Downtown area)",quantitative finance,quant,General Electric,f1000_12
General Electric,Sr Staff Cyber Investigator,"Wauwatosa, WI",quantitative analyst,quant,General Electric,f1000_12
General Electric,Marketing Data Analyst,"East Cleveland, OH",quantitative analyst,quant,General Electric,f1000_12
General Electric,Project Finance Analyst,"East Cleveland, OH",quantitative analyst,quant,General Electric,f1000_12
General Electric,Senior Data Scientist,"Boston, MA 02212 (Central area)",quantitative analyst,quant,General Electric,f1000_12
General Electric,"Senior Analyst, Executive Compensation- GE Healthcare Chicago","Chicago, IL 60601 (Loop area)",quantitative analyst,quant,General Electric,f1000_12
General Electric,Staff UX Interaction Designer,"Seattle, WA 98101 (Downtown area)",quantitative analyst,quant,General Electric,f1000_12
Verizon,Strategy and Business Development Consultant,"Basking Ridge, NJ 07920",quantitative finance,quant,Verizon Communications,f1000_13
Verizon,Data Science Credit & Fraud,"Lake Mary, FL 32746",quantitative finance,quant,Verizon Communications,f1000_13
Verizon,Business Transformation Consultant,"Basking Ridge, NJ 07920",quantitative finance,quant,Verizon Communications,f1000_13
Verizon,Sr Analyst-Revenue Assurance,"Hilliard, OH 43026",quantitative finance,quant,Verizon Communications,f1000_13
Verizon,Senior Manager - Data Management,"Ashburn, VA 20147",quantitative finance,quant,Verizon Communications,f1000_13
Verizon,Consultant Revenue Assurance,"Hilliard, OH 43026",quantitative finance,quant,Verizon Communications,f1000_13
Verizon,Corporate Development Manager,"Basking Ridge, NJ 07920",quantitative finance,quant,Verizon Communications,f1000_13
Verizon,Business Transformation Manager,"Basking Ridge, NJ 07920",quantitative finance,quant,Verizon Communications,f1000_13
Verizon,Revenue Assurance Consultant,"Hilliard, OH 43026",quantitative finance,quant,Verizon Communications,f1000_13
Verizon,Senior Analyst-Program Project Manager,"Richmond, VA 23228",quantitative analyst,quant,Verizon Communications,f1000_13
Verizon,Senior Manager - Data Management,"Ashburn, VA 20147",quantitative analyst,quant,Verizon Communications,f1000_13
Verizon,Sr Analyst-Sales Ops,"Irving, TX 75038",quantitative analyst,quant,Verizon Communications,f1000_13
Verizon,Sr Analyst-Revenue Assurance,"Hilliard, OH 43026",quantitative analyst,quant,Verizon Communications,f1000_13
Verizon,Senior Payroll Analyst,"Lake Mary, FL 32746",quantitative analyst,quant,Verizon Communications,f1000_13
Cardinal Health,"Advisor, Category and Pricing Strategy","Dublin, OH 43017",quantitative finance,quant,Cardinal Health,f1000_14
WALGREENS,"Finance Manager, Global Financial Planning and Analysis","Deerfield, IL",quantitative finance,quant,Walgreens,f1000_16
WALGREENS,"Finance Manager, Retail & Pharmacy Operations Finance","Deerfield, IL",quantitative finance,quant,Walgreens,f1000_16
WALGREENS,"Senior Financial Analyst, Retail Products & Supply Chain Finance","Northbrook, IL 60062",quantitative finance,quant,Walgreens,f1000_16
WALGREENS,"Finance Manager, Retail Products & Supply Chain Finance","Deerfield, IL",quantitative finance,quant,Walgreens,f1000_16
WALGREENS,Real Estate Portfolio Manager,"Deerfield, IL",quantitative finance,quant,Walgreens,f1000_16
WALGREENS,Senior Treasury Analyst,"Deerfield, IL",quantitative finance,quant,Walgreens,f1000_16
WALGREENS,"Senior Director, US Healthcare Strategy","Deerfield, IL",quantitative finance,quant,Walgreens,f1000_16
Walgreens Boots Alliance,"Brand Manager, Skincare","New York, NY",quantitative finance,quant,Walgreens,f1000_16
WALGREENS,Internal Auditor,"Deerfield, IL",quantitative finance,quant,Walgreens,f1000_16
WALGREENS,"Business Analyst, Pharmacy Operations","Deerfield, IL",quantitative analyst,quant,Walgreens,f1000_16
WALGREENS,"Analyst, Store Care Programs","Deerfield, IL",quantitative analyst,quant,Walgreens,f1000_16
WALGREENS,"Senior Financial Analyst, Retail & Pharmacy Operations Finance","Deerfield, IL",quantitative analyst,quant,Walgreens,f1000_16
WALGREENS,Senior Treasury Analyst,"Deerfield, IL",quantitative analyst,quant,Walgreens,f1000_16
WALGREENS,"Senior Business Analyst, Strategic Analytics","Chicago, IL",quantitative analyst,quant,Walgreens,f1000_16
WALGREENS,"Senior Financial Analyst, Retail Products & Supply Chain Finance","Northbrook, IL 60062",quantitative analyst,quant,Walgreens,f1000_16
WALGREENS,"Logistics Analyst, Transportation","Deerfield, IL",quantitative analyst,quant,Walgreens,f1000_16
Fannie Mae,Business Analyst I (Economic and Strategic Research),"Washington, DC 20022 (Brentwood area)",quantitative finance,quant,Fannie Mae,f1000_19
Fannie Mae,Financial Engineer II,"Washington, DC 20022 (Brentwood area)",quantitative finance,quant,Fannie Mae,f1000_19
Fannie Mae,Quantitative Modeler,"Washington, DC 20022 (Brentwood area)",quantitative finance,quant,Fannie Mae,f1000_19
Fannie Mae,Counterparty Risk Analyst II,"Plano, TX 75086",quantitative finance,quant,Fannie Mae,f1000_19
Fannie Mae,Senior Financial Engineer,"Washington, DC 20022 (Brentwood area)",quantitative finance,quant,Fannie Mae,f1000_19
Fannie Mae,Director of Securities Marketing,"Washington, DC 20022 (Brentwood area)",quantitative finance,quant,Fannie Mae,f1000_19
Fannie Mae,Business Analyst I (Economic and Strategic Research),"Washington, DC 20022 (Brentwood area)",quantitative analyst,quant,Fannie Mae,f1000_19
Fannie Mae,Counterparty Risk Analyst II,"Plano, TX 75086",quantitative analyst,quant,Fannie Mae,f1000_19
Fannie Mae,Project Manager II,"Reston, VA",quantitative analyst,quant,Fannie Mae,f1000_19
Fannie Mae,Salesforce IT Professional Opportunities,"Reston, VA",quantitative analyst,quant,Fannie Mae,f1000_19
JP Morgan Chase,AM Technology - Core Java Engineer - Equities Trading,"New York, NY 10017 (Midtown area)",quant,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Quant Analytics Manager,"Plano, TX 75024",quant,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Front Office Java Engineer Lead (CFA preferred),"Jersey City, NJ 07310 (Downtown area)",quant,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CIB – Equities Electronic Trading Solutions – Algorithmic Product Manager – Vice President,"New York, NY 10179 (Midtown area)",quant,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Data Scientist Lead - Global Research & Data Analytics - ED,"New York, NY 10179 (Midtown area)",quant,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CIB Technology Compliance and Controls Engineer,"Jersey City, NJ 07310 (Downtown area)",quant,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,"Anticipated - VP; UX Research Lead - Trading & Investments (Digital Wealth Mgmt) - NY, NY","New York, NY 10005 (Financial District area)",quant,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,C++/Python Software/Data Engineer for Athena ACE,"Jersey City, NJ 07310 (Downtown area)",quant,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Executive Director - Quant Developer Lead,"New York, NY 10017 (Midtown area)",quant,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CIB QR – Quantitative Research – Credit Trading Data Science Strategist – Associate,"New York, NY 10179 (Midtown area)",quantitative finance,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,"Business Analyst, Chase Wealth Management Investment Data and Analytics","Columbus, OH 43240 (Far North area)",quantitative finance,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CIB – Equity Research –Semiconductors – Analyst/Associate,"San Francisco, CA 94105 (Financial District area)",quantitative finance,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CIB - Investment Banking - Equity Capital Markets - Experienced Analyst,"New York, NY 10179 (Midtown area)",quantitative finance,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CIB - Investment Banking - M&A Capital Markets - Experienced Analyst / Junior Associate,"New York, NY 10179 (Midtown area)",quantitative finance,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CIB – Equity Research – Utilities - Analyst/Associate,"New York, NY 10179 (Midtown area)",quantitative finance,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CCB Finance- Quantitative Modeling Associate,"Columbus, OH 43240 (Far North area)",quantitative finance,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CIB QR - Quantitative Research - Structured Products - CMBS - Associate/VP,"New York, NY 10179 (Midtown area)",quantitative finance,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Wealth Management - Securities - Planning & Analysis - Associate,"New York, NY 10172 (Gramercy area)",quantitative finance,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CIB - Investment Banking - Technology Coverage - Experienced Analyst,"San Francisco, CA 94105 (Financial District area)",quantitative analyst,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CIB – Equity Research –Semiconductors – Analyst/Associate,"San Francisco, CA 94105 (Financial District area)",quantitative analyst,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,"Business Analyst, Chase Wealth Management Investment Data and Analytics","Columbus, OH 43240 (Far North area)",quantitative analyst,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Asset & Wealth Management – Intelligent Digital Solutions – Data Science and Machine Learning Team – Analyst/Associate (New York or Palo Alto),"New York, NY 10017 (Midtown area)",quantitative analyst,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CIB - Investment Banking - Technology Coverage - Senior Analyst,"San Francisco, CA 94105 (Financial District area)",quantitative analyst,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CIB – Equity Research – Utilities - Analyst/Associate,"New York, NY 10179 (Midtown area)",quantitative analyst,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,JPMorgan Chase Institute - Consumer Research Analyst,"Washington, DC 20004 (Downtown area)",quantitative analyst,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CIB - Investment Banking - Equity Capital Markets - Experienced Analyst,"New York, NY 10179 (Midtown area)",quantitative analyst,quant,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CIB - Investment Banking - Consumer & Retail Coverage - Experienced Analyst / Junior Associate,"Chicago, IL 60603 (Loop area)",quantitative analyst,quant,J.P. Morgan Chase,f1000_20
Express Scripts,Senior Financial Analyst,"Franklin Lakes, NJ 07417",quantitative finance,quant,Express Scripts,f1000_21
Express Scripts,"Sr. Manager, Financial Analysis","St. Louis, MO 63103 (Downtown West area)",quantitative finance,quant,Express Scripts,f1000_21
Express Scripts,Financial Analyst Specialist,"St. Louis, MO 63103 (Downtown West area)",quantitative finance,quant,Express Scripts,f1000_21
Express Scripts,"Director, Contact Center Operations","St. Mary's City, MD",quantitative finance,quant,Express Scripts,f1000_21
Express Scripts,Senior Financial Analyst,"Franklin Lakes, NJ 07417",quantitative analyst,quant,Express Scripts,f1000_21
Express Scripts,Financial Analyst Specialist,"St. Louis, MO 63103 (Downtown West area)",quantitative analyst,quant,Express Scripts,f1000_21
The Home Depot,Online Investigations Associate,"Kennesaw, GA 30156",quantitative finance,quant,Home Depot,f1000_22
The Home Depot,CRM Reporting Analyst,"Atlanta, GA",quantitative finance,quant,Home Depot,f1000_22
The Home Depot,"Sr. Data Analyst, Assurance and Advisory Management","Atlanta, GA",quantitative finance,quant,Home Depot,f1000_22
The Home Depot,"Financial Analyst, Credit Services","Atlanta, GA",quantitative finance,quant,Home Depot,f1000_22
The Home Depot,"Senior Analyst, Data Science Online","Atlanta, GA",quantitative finance,quant,Home Depot,f1000_22
The Home Depot,SR ANALYST PRICING ANALYTICS,"Atlanta, GA",quantitative finance,quant,Home Depot,f1000_22
The Home Depot,SR ANALYST - PARCEL,"Atlanta, GA",quantitative finance,quant,Home Depot,f1000_22
The Home Depot,DATA ANALYST - DELIVERY ANALYTICS SPEED TO CUSTOMER,"Atlanta, GA",quantitative finance,quant,Home Depot,f1000_22
The Home Depot,"Sr Operations Business Analyst, Field Support","Atlanta, GA",quantitative finance,quant,Home Depot,f1000_22
The Home Depot,"Analyst, Online Analytics","Atlanta, GA",quantitative analyst,quant,Home Depot,f1000_22
The Home Depot,CRM Reporting Analyst,"Atlanta, GA",quantitative analyst,quant,Home Depot,f1000_22
The Home Depot,"Senior Analyst, CI Analytics","Atlanta, GA",quantitative analyst,quant,Home Depot,f1000_22
The Home Depot,"Sr. Data Analyst, Assurance and Advisory Management","Atlanta, GA",quantitative analyst,quant,Home Depot,f1000_22
The Home Depot,"Senior Analyst, Data Science Online","Atlanta, GA",quantitative analyst,quant,Home Depot,f1000_22
The Home Depot,"Senior Analyst, Marketing Analytics","Atlanta, GA",quantitative analyst,quant,Home Depot,f1000_22
The Home Depot,SR ANALYST ONLINE PRODUCT ANALYTCS,"Dallas, TX 75215 (South Boulevard-Park Row area)",quantitative analyst,quant,Home Depot,f1000_22
The Home Depot,HRSC Process Analyst,"Atlanta, GA",quantitative analyst,quant,Home Depot,f1000_22
The Home Depot,SR ANALYST - PARCEL,"Atlanta, GA",quantitative analyst,quant,Home Depot,f1000_22
BOEING,Strategic Marketing Senior Analyst,"Renton, WA",quantitative finance,quant,Boeing,f1000_23
BOEING,Corporate Citizenship Data Analyst,"Chicago, IL 60606-1596",quantitative analyst,quant,Boeing,f1000_23
BOEING,Air Cargo Market Analyst,"Renton, WA",quantitative analyst,quant,Boeing,f1000_23
BOEING,Strategic Marketing Senior Analyst,"Renton, WA",quantitative analyst,quant,Boeing,f1000_23
Wells Fargo,Quant Model Developer,"New York, NY",quant,quant,Wells Fargo,f1000_24
Wells Fargo,Quantitative Analytics Consultant 1-Counterparty Risk,"Charlotte, NC",quant,quant,Wells Fargo,f1000_24
Wells Fargo,Cap Mkts Apps Systems Engineer 2 (CMASE2),"Charlotte, NC",quant,quant,Wells Fargo,f1000_24
Wells Fargo,"Engagement Leader, Business Innovation","San Francisco Bay Area, CA",quant,quant,Wells Fargo,f1000_24
Wells Fargo,Quantitative Analytics Consultant 2 - Market Risk Model Validation,"Charlotte, NC",quant,quant,Wells Fargo,f1000_24
