company,job,location,job_keyword,job_type,qry_company,list_id
CVS Health,Data Scientist : Advisor Analytics,"Woonsocket, RI",statistics,stats,CVS Health,f1000_6
CVS Health,"Analytics, Machine Learning Data Scientist - Advisor","Woonsocket, RI",statistics,stats,CVS Health,f1000_6
CVS Health,Senior Healthcare Analyst,"Northbrook, IL",statistical analyst,stats,CVS Health,f1000_6
CVS Health,MBA Intern - Retail and Personalization Strategy,"Woonsocket, RI",statistical analyst,stats,CVS Health,f1000_6
CVS Health,Client Benefits Quality Manager,"Irving, TX",statistical analyst,stats,CVS Health,f1000_6
CVS Health,"Analytics, Campaign Targeting - Consultant","Woonsocket, RI",statistical analyst,stats,CVS Health,f1000_6
CVS Health,Strategic Analytics - Senior Advisor,"Woonsocket, RI",statistical analyst,stats,CVS Health,f1000_6
CVS Health,Workforce Management Analyst,"Lincoln, RI",statistical analyst,stats,CVS Health,f1000_6
CVS Health,Sr Analyst Data Warehouse,"Richardson, TX",statistical analyst,stats,CVS Health,f1000_6
CVS Health,"Senior Inventory Manager, Rx","Woonsocket, RI",statistical analyst,stats,CVS Health,f1000_6
AT&T,Modeling & Simulation PM (Government),"El Segundo, CA 90245",statistics,stats,AT&T,f1000_8
AT&T,Senior-Data Scientist,"Plano, TX",statistics,stats,AT&T,f1000_8
AT&T,Senior-Advanced Analytics (Data Scientist),"Dallas, TX",statistics,stats,AT&T,f1000_8
AT&T,Network Controller/Operator Lead (Government),"Collinsville, IL",statistics,stats,AT&T,f1000_8
AT&T,Space Systems Analyst (Government),"El Segundo, CA 90245",statistics,stats,AT&T,f1000_8
AT&T,System Administrator Mid (Government),"Wilmington, NC 28403",statistics,stats,AT&T,f1000_8
AT&T,Principal-Advanced Analytics (Data Scientist),"Dallas, TX",statistics,stats,AT&T,f1000_8
AT&T,Senior Software Engineer - Data Science,"Plano, TX",statistics,stats,AT&T,f1000_8
AT&T,Telephony System Administrator (Duluth),"Columbia, MD 21045",statistics,stats,AT&T,f1000_8
AT&T,Senior-Advanced Analytics (Data Scientist),"Dallas, TX",statistical analyst,stats,AT&T,f1000_8
AT&T,Principal-Advanced Analytics (Data Scientist),"Dallas, TX",statistical analyst,stats,AT&T,f1000_8
Ford Motor Company,Quantitative Research Analyst,"Dearborn, MI 48126",statistics,stats,Ford Motor,f1000_9
Ford Motor Company,"Quantitative Analyst/Statistician, Data Science","Dearborn, MI 48126",statistics,stats,Ford Motor,f1000_9
Ford Motor Company,Customer Analytics Analyst,"Dearborn, MI 48126",statistics,stats,Ford Motor,f1000_9
Ford Motor Company,Data Operations Analyst,"Dearborn, MI 48126",statistics,stats,Ford Motor,f1000_9
Ford Motor Company,Analytics Scientist - Order-to-Delivery Analytics,"Dearborn, MI 48126",statistics,stats,Ford Motor,f1000_9
Ford Motor Company,Analytics Scientist,"Dearborn, MI 48126",statistics,stats,Ford Motor,f1000_9
Ford Motor Company,Statistician / Business Intelligence Scientist,"Dearborn, MI 48126",statistics,stats,Ford Motor,f1000_9
Ford Motor Company,Data Scientist - Manufacturing and Supply Chain Analytics,"Dearborn, MI 48126",statistics,stats,Ford Motor,f1000_9
Ford Motor Company,Machine Learning / Artificial Intelligence Scientist,"Dearborn, MI 48126",statistics,stats,Ford Motor,f1000_9
Ford Motor Company,Data Scientist - Manufacturing and Supply Chain Analytics,"Dearborn, MI 48126",statistical analyst,stats,Ford Motor,f1000_9
Ford Motor Company,"Quantitative Analyst/Statistician, Data Science","Dearborn, MI 48126",statistical analyst,stats,Ford Motor,f1000_9
Ford Motor Company,Site Analytics Supervisor,"Dearborn, MI 48126",statistical analyst,stats,Ford Motor,f1000_9
Ford Motor Company,Data Operations Analyst – Smart Mobility and Product Development,"Dearborn, MI 48126",statistical analyst,stats,Ford Motor,f1000_9
Ford Motor Company,Statistician / Business Intelligence Scientist,"Dearborn, MI 48126",statistician,stats,Ford Motor,f1000_9
AmerisourceBergen,Consultant - Analytics,"Fort Mill, SC",statistics,stats,AmerisourceBergen,f1000_10
AmerisourceBergen,Qlikview Business Intelligence Architect,"Fort Mill, SC",statistics,stats,AmerisourceBergen,f1000_10
AmerisourceBergen,Senior Insights Analyst,"Fort Mill, SC",statistics,stats,AmerisourceBergen,f1000_10
AmerisourceBergen,Business Process Improvement Practitioner,"Fort Mill, SC",statistics,stats,AmerisourceBergen,f1000_10
AmerisourceBergen,Senior Business Data Analyst,"Fort Mill, SC",statistics,stats,AmerisourceBergen,f1000_10
AmerisourceBergen,Commercial Pricing Analyst,"Chesterbrook, PA",statistics,stats,AmerisourceBergen,f1000_10
AmerisourceBergen,Customer Onboarding Specialist,"Thorofare, NJ",statistics,stats,AmerisourceBergen,f1000_10
AmerisourceBergen,SAP Change Request Management,"Chesterbrook, PA",statistics,stats,AmerisourceBergen,f1000_10
AmerisourceBergen,Data Analytics Lead – Internal Audit,"Chesterbrook, PA",statistics,stats,AmerisourceBergen,f1000_10
AmerisourceBergen,Operations Strategic Analytics Manager,"Boise, ID",statistical analyst,stats,AmerisourceBergen,f1000_10
Amazon.com,Research Scientist,"Seattle, WA",statistics,stats,Amazon,f1000_11
Amazon.com,Data Scientist - Amazon Music NLU,"Seattle, WA",statistics,stats,Amazon,f1000_11
Amazon.com,Economist - WW Operations,"Seattle, WA",statistics,stats,Amazon,f1000_11
Amazon.com,Economist,"Seattle, WA",statistics,stats,Amazon,f1000_11
Amazon.com,Applied Scientist,"Seattle, WA",statistics,stats,Amazon,f1000_11
Amazon.com,Customer Satisfaction Analyst,"Santa Monica, CA",statistics,stats,Amazon,f1000_11
Amazon.com,Reporting Data Analyst,"Seattle, WA",statistics,stats,Amazon,f1000_11
Amazon.com,"Data Scientist, AGL Exports","Seattle, WA",statistics,stats,Amazon,f1000_11
Amazon.com,"Research Scientist, NLU Analytics","Cambridge, MA",statistics,stats,Amazon,f1000_11
Amazon.com,Customer Satisfaction Analyst,"Santa Monica, CA",statistical analyst,stats,Amazon,f1000_11
Amazon.com,Business Analyst,"Seattle, WA",statistical analyst,stats,Amazon,f1000_11
Amazon.com,Workflow Analyst,"Seattle, WA",statistical analyst,stats,Amazon,f1000_11
Amazon.com,Reporting Data Analyst,"Seattle, WA",statistical analyst,stats,Amazon,f1000_11
Amazon.com,Economist,"Seattle, WA",statistical analyst,stats,Amazon,f1000_11
Amazon.com,Business Intelligence Engineer,United States,statistical analyst,stats,Amazon,f1000_11
Amazon.com,Sr. Business Analyst,"Seattle, WA",statistical analyst,stats,Amazon,f1000_11
Amazon.com,Business Analyst - AWS BD Tooling,"Seattle, WA",statistical analyst,stats,Amazon,f1000_11
Amazon.com,Business Analyst - Customer Reviews,"Seattle, WA",statistical analyst,stats,Amazon,f1000_11
Amazon.com,Operations Research Scientist,"Seattle, WA",statistician,stats,Amazon,f1000_11
Amazon.com,Data Scientist - Demand Forecasting,"New York, NY",statistician,stats,Amazon,f1000_11
Amazon.com,Sr. Economist,"Seattle, WA",statistician,stats,Amazon,f1000_11
Amazon.com,Applied Scientist,"Seattle, WA",statistician,stats,Amazon,f1000_11
Amazon.com,Market Segment Research Manager,"Seattle, WA",statistician,stats,Amazon,f1000_11
Amazon.com,SCOT Finance Business Intelligence Engineer,"Seattle, WA",statistician,stats,Amazon,f1000_11
Amazon.com,"Financial Analyst, Sponsored Ads","Seattle, WA",statistician,stats,Amazon,f1000_11
Amazon.com,"Finance Manager, Supply Chain Optimization Technologies","Seattle, WA",statistician,stats,Amazon,f1000_11
Amazon.com,SCOT Finance Business Intelligence Engineer Manager,"Seattle, WA",statistician,stats,Amazon,f1000_11
General Electric,Sourcing Casting Technologist,United States,statistics,stats,General Electric,f1000_12
General Electric,Data Scientist,"Washington, DC 20001 (Shaw area)",statistics,stats,General Electric,f1000_12
General Electric,Staff Data Scientist,"Waukesha, WI 53187",statistics,stats,General Electric,f1000_12
General Electric,Lead Global Machining Buyer,"Evendale, OH",statistics,stats,General Electric,f1000_12
General Electric,"SPECIALIST, INTELLECTUAL PROPERTY OPERATIONS","Wauwatosa, WI",statistics,stats,General Electric,f1000_12
General Electric,Lead Planning and Analytics Specialist- GE Aviation,"Evendale, OH",statistics,stats,General Electric,f1000_12
General Electric,Demand Planner,"East Cleveland, OH",statistics,stats,General Electric,f1000_12
General Electric,Airfoil Casting Buyer,"Evendale, OH",statistics,stats,General Electric,f1000_12
General Electric,Machine Learning Researcher,"San Ramon, CA 94583",statistics,stats,General Electric,f1000_12
General Electric,Treasury Analyst - Funding&forecasting,"Budapest, MO",statistical analyst,stats,General Electric,f1000_12
General Electric,Director - Data & Analytics,"Austin, TX 73344",statistical analyst,stats,General Electric,f1000_12
General Electric,Data Engineer,United States,statistician,stats,General Electric,f1000_12
General Electric,Data Scientist,"Chicago, IL 60601 (Loop area)",statistician,stats,General Electric,f1000_12
General Electric,Staff Data Scientist,"Evendale, OH",statistician,stats,General Electric,f1000_12
General Electric,Sr Analytics Engineer,"Chicago, IL 60601 (Loop area)",statistician,stats,General Electric,f1000_12
General Electric,Sr Staff Data Scientist,"Schenectady, NY 12302",statistician,stats,General Electric,f1000_12
General Electric,Staff Data Engineer,"Evendale, OH",statistician,stats,General Electric,f1000_12
Verizon,Media Analytics Manager,"Basking Ridge, NJ 07920",statistics,stats,Verizon Communications,f1000_13
Verizon,GIS Engineer,"Richardson, TX 75081",statistics,stats,Verizon Communications,f1000_13
Verizon,Consumer Satisfaction Research Manager,"Basking Ridge, NJ 07920",statistics,stats,Verizon Communications,f1000_13
Verizon,Consultant-Performance Assurance,"Basking Ridge, NJ 07920",statistics,stats,Verizon Communications,f1000_13
Verizon,Peering and Interconnect Planner,"Basking Ridge, NJ 07920",statistics,stats,Verizon Communications,f1000_13
Verizon,Microservices Developer,"Irving, TX 75038",statistics,stats,Verizon Communications,f1000_13
Verizon,Principal Data Scientist - Prescriptive Analytics,"Basking Ridge, NJ 07920",statistics,stats,Verizon Communications,f1000_13
Verizon,Senior Network Consulting Engineer,"Piscataway, NJ 08854",statistics,stats,Verizon Communications,f1000_13
Verizon,Purchasing Consultant,"Basking Ridge, NJ 07920",statistics,stats,Verizon Communications,f1000_13
Cardinal Health,"Advisor, Data Science","Dublin, OH 43017",statistics,stats,Cardinal Health,f1000_14
Cardinal Health,"Senior, Quality Assurance Specialist (Full-Time 40 hrs)","Augusta, GA 30904 (Summerville area)",statistics,stats,Cardinal Health,f1000_14
Cardinal Health,Reliability Design Quality Engineer,"Hazelwood, MO 63042",statistics,stats,Cardinal Health,f1000_14
Cardinal Health,"Senior Specialist, Quality Assurance","Indianapolis, IN 46268",statistics,stats,Cardinal Health,f1000_14
Cardinal Health,Customer Care Supervisor,"Suwanee, GA 30024",statistics,stats,Cardinal Health,f1000_14
Cardinal Health,Director of Pharmacy,"Springfield, OH 45502",statistics,stats,Cardinal Health,f1000_14
Cardinal Health,"Senior Sterilization Engineer, Manufacturing","Augusta, GA 30906 (Southside area)",statistics,stats,Cardinal Health,f1000_14
Cardinal Health,Hospital Director of Pharmacy,"Craig, CO 81625",statistics,stats,Cardinal Health,f1000_14
Cardinal Nursing and Rehabilitation,Director of Nursing - RN ( DNS / DHS / DON ),"South Bend, IN 46617 (Northeast area)",statistics,stats,Cardinal Health,f1000_14
Cardinal Health,HEOR Lead Analyst,United States,statistical analyst,stats,Cardinal Health,f1000_14
Cardinal Health,"Analyst, Data Analytics - Customer Master Data","Dublin, OH 43017",statistical analyst,stats,Cardinal Health,f1000_14
Cardinal Innovations Healthcare Solutions,Data Scientist I,"Charlotte, NC 28203 (Dilworth area)",statistical analyst,stats,Cardinal Health,f1000_14
Cardinal Health,"Consultant, Business Metrics and Analytics (Pricing Analyst)","Edison, NJ 08837",statistical analyst,stats,Cardinal Health,f1000_14
Cardinal Health,"Sr Analyst, Data Analytics","Dublin, OH 43017",statistical analyst,stats,Cardinal Health,f1000_14
WALGREENS,Divisional Project Coordinator,"Deerfield, IL",statistics,stats,Walgreens,f1000_16
WALGREENS,Admin Assistant,"Morrisville, NC 27560",statistics,stats,Walgreens,f1000_16
WALGREENS,Administrative Assistant,"Deerfield, IL",statistics,stats,Walgreens,f1000_16
WALGREENS,Senior Administrative Assistant,"Deerfield, IL",statistics,stats,Walgreens,f1000_16
WALGREENS,"Director, Strategic Communications Planning, Monitoring & Measurement","Deerfield, IL",statistics,stats,Walgreens,f1000_16
WALGREENS,"Finance Manager, Global Financial Planning and Analysis","Deerfield, IL",statistics,stats,Walgreens,f1000_16
WALGREENS,"Finance Manager, Retail Products & Supply Chain Finance","Deerfield, IL",statistics,stats,Walgreens,f1000_16
WALGREENS,"Senior Administrative Assistant, Corporate Communications","Deerfield, IL",statistics,stats,Walgreens,f1000_16
WALGREENS,"Finance Manager, Retail & Pharmacy Operations Finance","Deerfield, IL",statistics,stats,Walgreens,f1000_16
WALGREENS,"Senior Business Analyst, Strategic Analytics","Chicago, IL",statistical analyst,stats,Walgreens,f1000_16
WALGREENS,"Senior Financial Analyst, Retail & Pharmacy Operations Finance","Deerfield, IL",statistical analyst,stats,Walgreens,f1000_16
WALGREENS,"Senior Financial Analyst, Retail Products & Supply Chain Finance","Northbrook, IL 60062",statistical analyst,stats,Walgreens,f1000_16
Kroger General Office,"Manager, Capital Management & Finance Talent Development","Cincinnati, OH 45202 (Mount Adams area)",statistics,stats,Kroger,f1000_17
Chevron,Statistician,"Richmond, CA 94804",statistics,stats,Chevron,f1000_18
Chevron Federal Credit Union,Business Information Analyst,"Oakland, CA 94607 (Acorn-Acorn Industrial area)",statistics,stats,Chevron,f1000_18
Chevron Phillips Chemical Company,Accounts Receivable Supervisor,"The Woodlands, TX 77380",statistics,stats,Chevron,f1000_18
Fannie Mae,Workforce Analytics and Reporting Analyst II - Multiple Openings,"Washington, DC 20022 (Brentwood area)",statistics,stats,Fannie Mae,f1000_19
Fannie Mae,Non-Technical Project Manager III,"Washington, DC 20022 (Brentwood area)",statistics,stats,Fannie Mae,f1000_19
Fannie Mae,Process Improvement Analyst II,"Herndon, VA",statistics,stats,Fannie Mae,f1000_19
Fannie Mae,Claims Manager,"Dallas, TX 75215 (South Boulevard-Park Row area)",statistics,stats,Fannie Mae,f1000_19
Fannie Mae,Senior Software Engineer,"Washington, DC 20022 (Brentwood area)",statistics,stats,Fannie Mae,f1000_19
Fannie Mae,Sr. Infrastructure Solution Engineer,"Reston, VA",statistics,stats,Fannie Mae,f1000_19
Fannie Mae,Analyst I - Capital Markets Risk,"Washington, DC 20022 (Brentwood area)",statistical analyst,stats,Fannie Mae,f1000_19
Fannie Mae,Project Analyst III,"Reston, VA",statistical analyst,stats,Fannie Mae,f1000_19
Fannie Mae,Business Analyst II,"Herndon, VA",statistical analyst,stats,Fannie Mae,f1000_19
Fannie Mae,Credit Risk Analyst III/Reporting Analyst,"Chicago, IL 60290 (Loop area)",statistical analyst,stats,Fannie Mae,f1000_19
JP Morgan Chase,"Associate, Data Scientist","New York, NY 10179 (Midtown area)",statistics,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Cryptography Lead –ROAR Data,"New York, NY 10179 (Midtown area)",statistics,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,JPMorgan Chase Institute- Small Business Research Associate,"Washington, DC 20004 (Downtown area)",statistics,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,"VP, Data Scientist","Columbus, OH 43240 (Far North area)",statistics,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,JPMorgan Chase Institute - Consumer Research Analyst,"Washington, DC 20004 (Downtown area)",statistics,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Corporate Compliance - Compliance Analytics -Quantitative Research & Data Analytics Team - Associate (Pipeline),"Columbus, OH 43240 (Far North area)",statistics,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Customer & Channel Analytics – Analyst,"Wilmington, DE 19801",statistics,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,"Associate, Business Analysis | Data Analyst","Lewisville, TX 75067",statistics,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Data Scientist - Global Research & Data Analytics - Associate,"New York, NY 10179 (Midtown area)",statistics,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Business Analyst I,"Columbus, OH 43240 (Far North area)",statistical analyst,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,JPMorgan Chase Institute - Consumer Research Analyst,"Washington, DC 20004 (Downtown area)",statistical analyst,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Fraud Investigations-Business Analyst,"Tempe, AZ 85281",statistical analyst,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,"Associate, Business Analysis | Data Analyst","Lewisville, TX 75067",statistical analyst,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Performance Improvement Analyst I,"Tampa, FL 33634",statistical analyst,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Asset & Wealth Management – Intelligent Digital Solutions – Data Science and Machine Learning Team – Analyst/Associate (New York or Palo Alto),"Palo Alto, CA 94301 (Professorville area)",statistical analyst,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Senior Business Intelligence Analyst,"Houston, TX 77002 (Downtown area)",statistical analyst,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Data Analyst - Big Data,"Newark, DE 19711",statistical analyst,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,CIB - Quality Analyst (Bilingual: Japanese & English Required),"Tampa, FL 33610",statistical analyst,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Data Scientist - VP - CIB Treasury Services,"New York, NY 10179 (Midtown area)",statistician,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Data Scientist - CIB Treasury Services,"New York, NY 10179 (Midtown area)",statistician,stats,J.P. Morgan Chase,f1000_20
JP Morgan Chase,Data Scientist - Executive Director - CIB Treasury Services,"New York, NY 10179 (Midtown area)",statistician,stats,J.P. Morgan Chase,f1000_20
